Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
chapter4_9e3e46ef	narrator	You peer into the bowl.	game/story/chapter4.rpy	18	narrator "[what]"
chapter4_419f6af7	Serene	What kind of soup is it?	game/story/chapter4.rpy	19	Serene "[what]"
chapter4_c3492cb3	Amara	Like, the really good kind? Try it and find out.	game/story/chapter4.rpy	20	Amara "[what]"
chapter4_c0a0ab80	narrator	You grab a spoon and have a sip.	game/story/chapter4.rpy	21	narrator "[what]"
chapter4_5d2aa3f4	Serene	Oh, this is good. What kind of seasoning is in this? {w=1.0}It has some spice!	game/story/chapter4.rpy	22	Serene "[what]"
chapter4_4817fc73	Amara	Alright, I'll fess up. Leif cooked it.	game/story/chapter4.rpy	23	Amara "[what]"
chapter4_c30f7a2c	Serene	Ah, makes sense.	game/story/chapter4.rpy	24	Serene "[what]"
chapter4_d4a4fb0b	Amara	I mean I helped!	game/story/chapter4.rpy	25	Amara "[what]"
chapter4_c3cbe46f	Serene	Right.	game/story/chapter4.rpy	26	Serene "[what]"
chapter4_95091fb8	Amara	I'm serious!	game/story/chapter4.rpy	27	Amara "[what]"
chapter4_12c46795	Serene	I know.	game/story/chapter4.rpy	28	Serene "[what]"
chapter4_f94db971	Amara	So, I heard you both had an eventful day yesterday. A little elf girl, right?	game/story/chapter4.rpy	29	Amara "[what]"
chapter4_9f0c580b	narrator	You take another spoonful of soup.	game/story/chapter4.rpy	30	narrator "[what]"
chapter4_08074349	Serene	Poor girl, she was really having a bad day. She was soaking wet out there in the rain.	game/story/chapter4.rpy	31	Serene "[what]"
chapter4_d7f67bdc	Amara	And you had chocolate.	game/story/chapter4.rpy	32	Amara "[what]"
chapter4_7a8d2666	Serene	Right, we gave her some to cheer her up.	game/story/chapter4.rpy	33	Serene "[what]"
chapter4_9b27fe71	Amara	No, you don't understand. You guys had chocolate.	game/story/chapter4.rpy	34	Amara "[what]"
chapter4_90200ba9	Serene	...Uh huh...? You've said that already...?	game/story/chapter4.rpy	35	Serene "[what]"
chapter4_3ec76c09	Amara	DO YOU NOT KNOW HOW EXPENSIVE. {w=1.5}CHOCOLATE.{w=1.0} IS.{w=0.5} There is a reason elves have a monopoly on the market.	game/story/chapter4.rpy	38	Amara "[what]"
chapter4_da048a79	Serene	...OH.	game/story/chapter4.rpy	39	Serene "[what]"
chapter4_0dd0d966	Serene	You know, you have a point there actually.	game/story/chapter4.rpy	40	Serene "[what]"
chapter4_6b3fc182	Amara	Some countries even pass the cocoa beans around in lieu of currency. {w=3.0}It's {i}that{/i} valuable.	game/story/chapter4.rpy	41	Amara "[what]"
chapter4_104fd1fc	Amara	And you offered to waste it on a couple of drinks?!	game/story/chapter4.rpy	42	Amara "[what]"
chapter4_274f730a	Serene	I'm sorry...? I honestly didn't even think about it like that.	game/story/chapter4.rpy	43	Serene "[what]"
chapter4_25fe41dd	Amara	WITHOUT ME?!	game/story/chapter4.rpy	45	Amara "[what]" with vpunch
chapter4_6e008314	Serene	Amara...	game/story/chapter4.rpy	47	Serene "[what]"
chapter4_29f1467f	Amara	Ahhhh, I'm just foolin' with ya. Leif saved some of those truffles for me too.	game/story/chapter4.rpy	48	Amara "[what]"
chapter4_d6a2b8db	Serene	Okay...You got me.	game/story/chapter4.rpy	50	Serene "[what]"
chapter4_fe764d2f	se	(Don't make Amara mad. {w=1.5}{i}Noted.{/i})	game/story/chapter4.rpy	52	se "[what]"
chapter4_4c6ce30c	Amara	So, what are your plans for today, ma'am?	game/story/chapter4.rpy	56	Amara "[what]"
chapter4_72b0cf89	Serene	Good question. Uh, we're just figuring it out as we go I guess.	game/story/chapter4.rpy	57	Serene "[what]"
chapter4_fdda47c2	Amara	Well, keep it going! Sounds like you've gotten your first customer already.	game/story/chapter4.rpy	58	Amara "[what]"
chapter4_34ab7ead	Serene	About that. I don't know about asking people to pay me for this if this is how things are going to go.	game/story/chapter4.rpy	59	Serene "[what]"
chapter4_e6233e7e	Serene	I feel a little bad focusing on the bottom line?	game/story/chapter4.rpy	60	Serene "[what]"
chapter4_76c8b1ed	Amara	Meh, I already told you that your dues are paid.	game/story/chapter4.rpy	61	Amara "[what]"
chapter4_654e61e6	Amara	You could sit around on your bed wasting away, but what's the fun in that?	game/story/chapter4.rpy	62	Amara "[what]"
chapter4_f605c1cf	Amara	Go out there! {w=1.5} Do something! {w=1.5}That's what I always say!	game/story/chapter4.rpy	63	Amara "[what]"
chapter4_ee425f65	Amara	There's more to life than just making money!	game/story/chapter4.rpy	64	Amara "[what]"
chapter4_ee044326	Serene	Truly motivational words I see, Amara.	game/story/chapter4.rpy	65	Serene "[what]"
chapter4_82007f2f	Amara	You already know the story. I'm special because I have something to prove with this business, but it's not about the money.	game/story/chapter4.rpy	67	Amara "[what]"
chapter4_85b35db3	Amara	If I just wanted some gold, I never would have sailed all the way to this continent.	game/story/chapter4.rpy	68	Amara "[what]"
chapter4_da95ecc7	Serene	Hold on, did you say {i}continent?{/i} As in crossing the ocean?! You?	game/story/chapter4.rpy	69	Serene "[what]"
chapter4_e8f10656	Amara	Is it really that hard to believe?	game/story/chapter4.rpy	71	Amara "[what]"
chapter4_afd1b0f2	Amara	Yes, I'm not from here. Do you really not know?	game/story/chapter4.rpy	72	Amara "[what]"
chapter4_a2f268e8	Amara	Wait, of course you don't. I almost forgot you were summoned here.	game/story/chapter4.rpy	73	Amara "[what]"
chapter4_043d5f95	Serene	How much info are you holding out on me, Amara?	game/story/chapter4.rpy	74	Serene "[what]"
chapter4_91818dd1	Amara	{i}WELL{/i}, look at how loud those birds are chirping, sounds like you need to visit your little friend across the road.	game/story/chapter4.rpy	76	Amara "[what]"
chapter4_63636c1e	Amara	Okay bye-byeeeee! Have fun!	game/story/chapter4.rpy	78	Amara "[what]"
chapter4_38c50b3b	narrator	Amara rushes to the back of her shop.	game/story/chapter4.rpy	79	narrator "[what]"
chapter4_1838d5b0	se	(Oh, I am absolutely coming back here later.)	game/story/chapter4.rpy	80	se "[what]"
chapter4_6bed5ab5	narrator	As you enter your shop, you're immediately greeted by a sack of equipment.	game/story/chapter4.rpy	84	narrator "[what]"
chapter4_83530ffa	Serene	Gooood mornin--	game/story/chapter4.rpy	85	Serene "[what]"
chapter4_be837058	narrator	Of course, you trip over the bag of supplies on the floor.	game/story/chapter4.rpy	89	narrator "[what]"
chapter4_cfe1980a	Leif	Serene?! Is that you?	game/story/chapter4.rpy	91	Leif "[what]"
chapter4_94a0825f	narrator	Leif enters the room.	game/story/chapter4.rpy	92	narrator "[what]"
chapter4_afdf0043	Leif	Ouch. Okay, sorry about that.	game/story/chapter4.rpy	93	Leif "[what]"
chapter4_7ebed68b	Leif	I probably shouldn't have left that by the door.	game/story/chapter4.rpy	95	Leif "[what]"
chapter4_a08dd428	Serene	It's okay, but what is all of this?	game/story/chapter4.rpy	96	Serene "[what]"
chapter4_875a0d8d	Leif	Ready for an expedition?	game/story/chapter4.rpy	97	Leif "[what]"
chapter4_36612725	Serene	You're kidding, right?	game/story/chapter4.rpy	98	Serene "[what]"
chapter4_e7511450	narrator	Leif stands there expectantly.	game/story/chapter4.rpy	99	narrator "[what]"
chapter4_69874565	Serene	You're not kidding. {w=1.5}Okay. What are we working with...?	game/story/chapter4.rpy	100	Serene "[what]"
chapter4_a888454c	narrator	You dig through the bag and see maps, bottles of water, wrapped bread, and a knife, among other things.	game/story/chapter4.rpy	101	narrator "[what]"
chapter4_ea6d6fc1	Leif	Can I consider that a yes?	game/story/chapter4.rpy	103	Leif "[what]"
chapter4_abf9018a	Serene	Do I have a choice?	game/story/chapter4.rpy	104	Serene "[what]"
chapter4_3d0d248b	narrator	Leif stands there with a grin.	game/story/chapter4.rpy	105	narrator "[what]"
chapter4_11fdb519	extend		game/story/chapter4.rpy	108	extend "[what]" nointeract
leif_adventure_2ae3a6a2	Serene	...Yes.	game/story/chapter4.rpy	117	Serene "[what]"
leif_adventure_3d1aaa0f	Leif	Perfect. Let's march.	game/story/chapter4.rpy	118	Leif "[what]"
leif_adventure_96ec1cbe	Serene	March?! You don't have a horse...? {w=1.5}Or something?	game/story/chapter4.rpy	119	Serene "[what]"
leif_adventure_cb0e575d	Leif	Don't worry. Walking builds character.	game/story/chapter4.rpy	120	Leif "[what]"
leif_adventure_27f26089	Serene	So, where are we going exactly?	game/story/chapter4.rpy	123	Serene "[what]"
leif_adventure_8163cefd	Leif	I've been tracking a crop of Angelica not too far from the city.	game/story/chapter4.rpy	124	Leif "[what]"
leif_adventure_c6fc15a1	Serene	Ouuu, so we're gathering some of it?	game/story/chapter4.rpy	125	Serene "[what]"
leif_adventure_9ed0c3b1	Leif	Right, it's a bit early since spring barely started, but it's a good time to gather roots.	game/story/chapter4.rpy	126	Leif "[what]"
leif_adventure_e06c5f81	Serene	Why just the roots? You don't want the rest of it?	game/story/chapter4.rpy	127	Serene "[what]"
leif_adventure_7c66af04	Leif	You could harvest the whole plant, but it's better to leave it mostly intact until summer. That's when you get the good stuff.	game/story/chapter4.rpy	128	Leif "[what]"
leif_adventure_52af6a24	Serene	Ah, that makes sense.	game/story/chapter4.rpy	129	Serene "[what]"
leif_adventure_b482b071	se	(Dang, this guy's serious.)	game/story/chapter4.rpy	130	se "[what]"
leif_adventure_3e859c3c	Serene	Oh, nice. I think I hear a stream nearby.	game/story/chapter4.rpy	133	Serene "[what]"
leif_adventure_bad806af	Leif	We're close, then.	game/story/chapter4.rpy	134	Leif "[what]"
leif_adventure_c25564d7	Serene	These flowers look so beautiful. How long have you been coming here?	game/story/chapter4.rpy	138	Serene "[what]"
leif_adventure_0cadeb8d	Serene	Okay, old man.	game/story/chapter4.rpy	144	Serene "[what]"
leif_adventure_77c85c8b	Leif	Ahhhh, how long has it been?	game/story/chapter4.rpy	146	Leif "[what]"
leif_adventure_3fd32d14	Leif	I come here every few weeks or so, I guess. It's nice.	game/story/chapter4.rpy	148	Leif "[what]"
leif_adventure_80190391	narrator	Serene flashback's to a memory of Aelrie Back at the shop.	game/story/chapter4.rpy	149	narrator "[what]"
leif_adventure_99110586	Aelrie	Sea-salt truffles were really common!	game/story/chapter4.rpy	150	Aelrie "[what]"
leif_adventure_11fdb519	extend		game/story/chapter4.rpy	153	extend "[what]" nointeract
leif_adventure2_4515ad15	Leif	Did that bracelet give you mind-reading powers? {w=2.0}Yes. My family stayed in the woods. We were in the fur trade.	game/story/chapter4.rpy	165	Leif "[what]"
leif_adventure2_5755dbf2	Serene	Makes sense why you know so much about nature.	game/story/chapter4.rpy	169	Serene "[what]"
leif_adventure2_d554852d	Serene	You didn't want to work with your parents?	game/story/chapter4.rpy	170	Serene "[what]"
leif_adventure2_376d2699	Leif	It's one thing to hunt for survival, but the way everyone operated in that line of work...It made me question myself.	game/story/chapter4.rpy	171	Leif "[what]"
leif_adventure2_74c079c0	se	(Makes sense. Fur coats have been controversial for a long time.)	game/story/chapter4.rpy	172	se "[what]"
leif_adventure2_11fdb519	extend		game/story/chapter4.rpy	174	extend "[what]" nointeract
leif_adventure3_1d3c9cfd	Leif	I guess so. When you grow up learning about edible plants, and what animals enjoy, it's hard to forget about it.	game/story/chapter4.rpy	185	Leif "[what]"
leif_adventure3_b356e521	Leif	I wanted to help people appreciate the food they eat a bit more-	game/story/chapter4.rpy	186	Leif "[what]"
leif_adventure3_6307a668	Leif	The people who gathered the ingredients and grew the crops, the livestock sacrificed to keep us moving, and the people who put it altogether on a plate for you to eat.	game/story/chapter4.rpy	187	Leif "[what]"
leif_adventure3_5746a176	se	(I can feel his deep sense of respect for cuisine...)	game/story/chapter4.rpy	188	se "[what]"
leif_adventure3_0879b8a1	Leif	Are you rested up? We're almost at the spot.	game/story/chapter4.rpy	189	Leif "[what]"
leif_adventure3_ab06aa49	Serene	Oh, right. Yeah, I'm ready.	game/story/chapter4.rpy	190	Serene "[what]"
leif_adventure3_c7dca798	narrator	The duo approaches the planted Angelica's.	game/story/chapter4.rpy	192	narrator "[what]"
leif_adventure3_52fc4276	Serene	Ah, so that's what they look like.	game/story/chapter4.rpy	193	Serene "[what]"
leif_adventure3_8ce5e0cf	narrator	Leif takes a spade out from his bag.	game/story/chapter4.rpy	194	narrator "[what]"
leif_adventure3_22971190	Leif	Looks like I'm up.	game/story/chapter4.rpy	195	Leif "[what]"
leif_adventure3_f76fb6fd	narrator	Leif starts digging up the roots of a few plants, while leaving most of the other plants intact. {w=2.0}You can sense Leif's care as he pulls.	game/story/chapter4.rpy	196	narrator "[what]"
leif_adventure3_1b8286e8	Serene	Wow, Leif. I didn't think you'd have such a green thumb for somebody of your size.	game/story/chapter4.rpy	197	Serene "[what]"
leif_adventure3_e16a6988	Leif	If only you knew how many times I've heard that line.	game/story/chapter4.rpy	198	Leif "[what]"
leif_adventure3_d1dded7d	narrator	Leif gathers a bundle of roots and packs them into his bag.	game/story/chapter4.rpy	200	narrator "[what]"
leif_adventure3_3fe9e873	Leif	All done.	game/story/chapter4.rpy	201	Leif "[what]"
leif_adventure3_987b5fea	Serene	That was fast. It took us longer just getting here.	game/story/chapter4.rpy	202	Serene "[what]"
leif_adventure3_3ea4e351	Leif	Well, you know the saying, It's about the journey, not the destina--	game/story/chapter4.rpy	203	Leif "[what]"
leif_adventure3_b15f7941	narrator	Suddenly, there's loud shuffling in the bushes.	game/story/chapter4.rpy	204	narrator "[what]"
leif_adventure3_95c2b810	Serene	Ouuu, are there deer here? Maybe we could feed them with--	game/story/chapter4.rpy	205	Serene "[what]"
leif_adventure3_95374948	narrator	Leif rushes over and grabs Serene behind a tree.	game/story/chapter4.rpy	206	narrator "[what]"
leif_adventure3_5d4933bf	narrator	Seconds later, two large trolls wielding clubs following a short third goblin wearing a stolen garb of jewelry walk through the bushes.	game/story/chapter4.rpy	207	narrator "[what]"
leif_adventure3_c530420d	Troll1	Hiff Hiff.	game/story/chapter4.rpy	208	Troll1 "[what]"
leif_adventure3_2029c044	IcyGoblin	(Snickers)	game/story/chapter4.rpy	209	IcyGoblin "[what]"
leif_adventure3_7e8a48b9	narrator	The second large troll looks around.	game/story/chapter4.rpy	210	narrator "[what]"
leif_adventure3_decd0a76	Troll2	Smelly.	game/story/chapter4.rpy	211	Troll2 "[what]"
leif_adventure3_41a17d33	IcyGoblin	Shut up. I talk. You walk.	game/story/chapter4.rpy	212	IcyGoblin "[what]"
leif_adventure3_20a23306	Troll1	Hufffffff. Hiffffff.	game/story/chapter4.rpy	213	Troll1 "[what]"
leif_adventure3_6453a130	narrator	The goblin drops his gold.	game/story/chapter4.rpy	214	narrator "[what]"
leif_adventure3_e7834ae6	IcyGoblin	What are ya standin there for? Pick it up!	game/story/chapter4.rpy	215	IcyGoblin "[what]"
leif_adventure3_25ec3455	narrator	The large trolls drop their clubs. Two loud thuds come across, scaring away the birds.	game/story/chapter4.rpy	216	narrator "[what]"
leif_adventure3_f31c0892	narrator	Serene covers her mouth in horror.	game/story/chapter4.rpy	217	narrator "[what]"
leif_adventure3_48e93767	narrator	Leif gestures towards Serene to back away and begins to whisper.	game/story/chapter4.rpy	218	narrator "[what]"
leif_adventure3_ee5dbe30	Leif	I'll distract them.	game/story/chapter4.rpy	219	Leif "[what]"
leif_adventure3_0e7a781c	se	(Should I leave Leif behind and run for it?)	game/story/chapter4.rpy	220	se "[what]"
leif_adventure3_11fdb519	extend		game/story/chapter4.rpy	222	extend "[what]" nointeract
leif_adventure4_ba1ea8d1	Serene	No way. I can't.	game/story/chapter4.rpy	230	Serene "[what]"
leif_adventure4_721e89b6	Troll2	SMELLY.	game/story/chapter4.rpy	231	Troll2 "[what]"
leif_adventure4_36dbc18f	narrator	The troll stands upright, looking and moving towards Leif and Serene.	game/story/chapter4.rpy	232	narrator "[what]"
leif_adventure4_792053eb	IcyGoblin	Did I say you could leave?	game/story/chapter4.rpy	233	IcyGoblin "[what]"
leif_adventure4_d6df95f7	narrator	The goblin walks closely behind the troll as it stands next to the remaining Angelica's.	game/story/chapter4.rpy	234	narrator "[what]"
leif_adventure4_c8cf56fa	IcyGoblin	This?	game/story/chapter4.rpy	235	IcyGoblin "[what]"
leif_adventure4_3e29bf24	Troll2	Hmfffff...	game/story/chapter4.rpy	236	Troll2 "[what]"
leif_adventure4_0fa27466	narrator	The large troll plomps on its butt before gently plucking one of the plants off the ground. Inspecting it with curiosity	game/story/chapter4.rpy	237	narrator "[what]"
leif_adventure4_d7e79725	IcyGoblin	What the hell are you doin'. Pick up my gold I said.	game/story/chapter4.rpy	238	IcyGoblin "[what]"
leif_adventure4_93d2d445	narrator	The goblin is visibly pissed off.	game/story/chapter4.rpy	239	narrator "[what]"
leif_adventure4_49dd0a55	se	(It looks like they're distracted. Should we run now?)	game/story/chapter4.rpy	240	se "[what]"
leif_adventure4_11fdb519	extend		game/story/chapter4.rpy	242	extend "[what]" nointeract
leif_adventure5_15377c14	narrator	The large troll ignores the goblin, sniffing the flower.	game/story/chapter4.rpy	249	narrator "[what]"
leif_adventure5_2d9aaecf	narrator	The goblin looks over to the first large troll.	game/story/chapter4.rpy	250	narrator "[what]"
leif_adventure5_079fe8de	IcyGoblin	You. C'mere. Bring the club.	game/story/chapter4.rpy	251	IcyGoblin "[what]"
leif_adventure5_8d1f5ebd	narrator	The large troll slowly picks up its club and walks towards the others.	game/story/chapter4.rpy	252	narrator "[what]"
leif_adventure5_c803ebf8	Troll1	Hifffffff.	game/story/chapter4.rpy	253	Troll1 "[what]"
leif_adventure5_40adf14e	IcyGoblin	Smash.	game/story/chapter4.rpy	254	IcyGoblin "[what]"
leif_adventure5_c181fda2	se	(I don't like where this is going. Should we move now?)	game/story/chapter4.rpy	255	se "[what]"
leif_adventure5_11fdb519	extend		game/story/chapter4.rpy	257	extend "[what]" nointeract
leif_adventure6_d685b03b	narrator	The large troll raises its club.	game/story/chapter4.rpy	265	narrator "[what]"
leif_adventure6_77ca5c62	narrator	The goblin points at the plants.	game/story/chapter4.rpy	266	narrator "[what]"
leif_adventure6_fa4552cb	IcyGoblin	Now.	game/story/chapter4.rpy	267	IcyGoblin "[what]"
leif_adventure6_e92b3c45	narrator	In one blow the large troll flattens the entire crop of Angelicas. The leaves of nearby trees fall apart, including the leaves hiding Serene and Leif.	game/story/chapter4.rpy	268	narrator "[what]"
leif_adventure6_fa4437f1	se	(I should have listened to Leif and ran when I had the chance. What now?)	game/story/chapter4.rpy	269	se "[what]"
leif_adventure6_11fdb519	extend		game/story/chapter4.rpy	271	extend "[what]" nointeract
leif_adventure7_6c5694b7	narrator	Leif grabs a bottle out from his pack.	game/story/chapter4.rpy	280	narrator "[what]"
leif_adventure7_505f23f1	Leif	Cover your face, Serene.	game/story/chapter4.rpy	281	Leif "[what]"
leif_adventure7_343b9d7a	Serene	W-what? Okay!	game/story/chapter4.rpy	282	Serene "[what]"
leif_adventure7_b0fae7fa	narrator	Leif prepares to throw the bottle.	game/story/chapter4.rpy	283	narrator "[what]"
leif_adventure7_b170e9b9	IcyGoblin	THROW.	game/story/chapter4.rpy	284	IcyGoblin "[what]"
leif_adventure7_bfcd3c88	narrator	The troll lifts his club to throw at Leif like a boomerang.	game/story/chapter4.rpy	285	narrator "[what]"
leif_adventure7_20327152	Leif	What?!	game/story/chapter4.rpy	286	Leif "[what]"
leif_adventure7_d1d93141	narrator	Leif freezes while the troll viscously throws its club at Leif.	game/story/chapter4.rpy	287	narrator "[what]"
leif_adventure7_dc6a3c69	narrator	An evoking sound is quickly overheard.	game/story/chapter4.rpy	288	narrator "[what]"
leif_adventure7_37c8af9c	narrator	A loud ricochet.	game/story/chapter4.rpy	289	narrator "[what]"
leif_adventure7_6c2a0451	narrator	The club is knocked off-target.	game/story/chapter4.rpy	290	narrator "[what]"
leif_adventure7_435cfeb2	IcyGoblin	Another...?!	game/story/chapter4.rpy	291	IcyGoblin "[what]"
leif_adventure7_373e3e53	IcyGoblin	 Stand!	game/story/chapter4.rpy	293	IcyGoblin "[what]"
leif_adventure7_1c55219e	IcyGoblin	Attack!!	game/story/chapter4.rpy	294	IcyGoblin "[what]"
leif_adventure7_7da4c360	narrator	The goblin continues to give progressively more violent exclamations...	game/story/chapter4.rpy	295	narrator "[what]"
leif_adventure7_cd217e9b	narrator	Another evoking sound is overheard.	game/story/chapter4.rpy	297	narrator "[what]"
leif_adventure7_c0553080	narrator	The first troll is immediately wrapped in purplish-black magical chains.	game/story/chapter4.rpy	298	narrator "[what]"
leif_adventure7_dc46b5ae	narrator	The goblin clenches its teeth.	game/story/chapter4.rpy	299	narrator "[what]"
leif_adventure7_9db4b7b3	IcyGoblin	Screw this.	game/story/chapter4.rpy	300	IcyGoblin "[what]"
leif_adventure7_89b52b76	narrator	The globin takes out a poison-tipped knife.	game/story/chapter4.rpy	301	narrator "[what]"
leif_adventure7_26c91d4b	IcyGoblin	Quit hidin' and FIGHT me.	game/story/chapter4.rpy	302	IcyGoblin "[what]"
leif_adventure7_8558f5f3	IcyGoblin	I've slain your kind several times OVER. You're worthless, I cou--	game/story/chapter4.rpy	303	IcyGoblin "[what]"
leif_adventure7_94fa28c6	narrator	Another evoking sound is heard.	game/story/chapter4.rpy	304	narrator "[what]"
leif_adventure7_5f617da0	narrator	The sound of metal scraping against itself in quick succession is heard.	game/story/chapter4.rpy	305	narrator "[what]"
leif_adventure7_69ce5940	narrator	The goblin disintegrates almost immediately.	game/story/chapter4.rpy	306	narrator "[what]"
leif_adventure7_424d05b8	narrator	A stone drops to the floor.	game/story/chapter4.rpy	307	narrator "[what]"
leif_adventure7_3b2aa970	narrator	A mage emerges out from the trees and walks calmly towards the stone.	game/story/chapter4.rpy	308	narrator "[what]"
leif_adventure7_81c791b8	Mage	You let this one talk more than usual, Elowen. Were you growing a liking to it, perhaps?	game/story/chapter4.rpy	309	Mage "[what]"
leif_adventure7_c3ca859d	narrator	A man, radiating heat, can be seen already in front of where the goblin was previously.	game/story/chapter4.rpy	311	narrator "[what]"
leif_adventure7_f01be72d	narrator	Elowen stands stoically in silence.	game/story/chapter4.rpy	312	narrator "[what]"
leif_adventure7_ffa84f78	narrator	The mage picks up the stone, revealing itself to be a glistening dark purple marble.	game/story/chapter4.rpy	313	narrator "[what]"
leif_adventure7_3de68caf	Mage	You can come out now. It's safe.	game/story/chapter4.rpy	314	Mage "[what]"
leif_adventure7_1cf918a4	narrator	The bound troll continues to writhe in the magic chains, while the other stays seated with its Angelica, seemingly unbothered.	game/story/chapter4.rpy	315	narrator "[what]"
leif_adventure7_535106eb	Serene	What about the trolls?	game/story/chapter4.rpy	316	Serene "[what]"
leif_adventure7_cf9723c8	Mage	(chuckles) Don't fret.	game/story/chapter4.rpy	317	Mage "[what]"
leif_adventure7_d1d7c1d3	narrator	Elowen walks towards the stream to fill his bottle.	game/story/chapter4.rpy	318	narrator "[what]"
leif_adventure7_3fbb8e0c	narrator	The mage calmly levitates and presses two fingers on the chained troll's forehead.	game/story/chapter4.rpy	319	narrator "[what]"
leif_adventure7_42ddd226	Mage	Fateor.	game/story/chapter4.rpy	320	Mage "[what]"
leif_adventure7_c198ca63	narrator	The sound of shattered glass resonates.	game/story/chapter4.rpy	321	narrator "[what]"
leif_adventure7_e039fee1	narrator	What was previously a troll, reverts to a wild boar.	game/story/chapter4.rpy	322	narrator "[what]"
leif_adventure7_ab8fe6b2	Leif	...Now I remember...!	game/story/chapter4.rpy	323	Leif "[what]"
leif_adventure7_3ab3a17f	narrator	The mage calmly walks over to the first large troll still admiring the Angelica, now lying on its back.	game/story/chapter4.rpy	324	narrator "[what]"
leif_adventure7_020cbf08	Mage	Good girl...Now let's get you home... 	game/story/chapter4.rpy	325	Mage "[what]"
leif_adventure7_12449f82	Mage	...Fateor.	game/story/chapter4.rpy	327	Mage "[what]"
